0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
G67	0.3425308	0.3667130	0.3491812	0.3317440	0.3288793	0.3467563	0.3200590	0.3057586	0.2980260	0.2805329	0.3351682	0.3890603	0.4103943	0.2932184	0.3916605	0.3530157	0.3358124	0.4019921	0.4205699	0.3371131	0.3111524	0.3317130	0.3809819	0.4420880	0.4214615	0.3645253	0.3298282	0.3495719	0.3093372	0.3626035	0.3744226	0.3758603	0.2999137	0.3578458	0.3387756	0.2180546	0.2489439	0.3788449	0.3573725	0.4411536	0.3896352	0.3859403	0.3609072	0.3492111	0.2834343	0.3027228	0.3154264	0.4188327	0.3947137	0.4112897	0.3053197	0.3907728	0.3408999	0.2965516	0.3126314	0.4182461	0.3534741	0.2609205	0.3061461	0.3087700	0.3093601	0.3159681	0.3682546	0.3743756	0.3563036	0.3312665	0.0000000	0.2971552	0.7215209	0.3930700	0.3691686	0.4027854	0.4494364	0.2714245	0.4340332	0.3563032	0.2498995	0.3910636	0.2494983	0.3272998	0.3194133	0.3157070	0.3326688	0.3061795	0.3728690	0.3721342	0.3244841	0.2956808	0.3820788	0.2685023	0.2577275	0.3321461	0.3495260	0.3778708	0.3899524	0.3219236	0.3238961	0.3360778	0.4193541	0.3886834
G68	0.4115736	0.5257822	0.3714393	0.4874747	0.4310932	0.4289275	0.3998213	0.4086036	0.4131989	0.6535211	0.4417164	0.4399663	0.5368938	0.4766865	0.3272591	0.3429256	0.5423833	0.4845252	0.3646748	0.4730971	0.3918897	0.4412214	0.3858772	0.4490862	0.4609667	0.3587363	0.4149855	0.4405718	0.3997444	0.4492584	0.3140553	0.4552161	0.4309688	0.4215385	0.3603551	0.5857723	0.2777479	0.4766958	0.4464043	0.3738225	0.4162397	0.4044308	0.3198940	0.4183391	0.3891488	0.6610934	0.4765052	0.5238676	0.3909853	0.5060121	0.3564244	0.4892211	0.4388613	0.5202832	0.3684784	0.4072566	0.3081919	0.5190534	0.3698503	0.4558964	0.3932367	0.4389001	0.3909887	0.4158117	0.4228786	0.3987488	0.1256337	0.0000000	0.6200901	0.4641039	0.4340903	0.4394356	0.3763098	0.4619682	0.3645595	0.4065645	0.3125500	0.5265673	0.3303557	0.4697173	0.5266168	0.3455079	0.3478373	0.3642695	0.3090969	0.4629653	0.4380320	0.5554823	0.4569277	0.4610973	0.4237429	0.4298713	0.4111337	0.3892822	0.4167306	0.3667962	0.3818383	0.4145468	0.3794074	0.3997289
G69	0.5464223	0.4169452	0.4776833	0.3966855	0.3775899	0.4553050	0.5019904	0.4582306	0.4414424	0.0639130	0.5523702	0.4311097	0.5349770	0.4607679	0.3987687	0.3103407	0.4352779	0.5100167	0.4121105	0.3827971	0.4458565	0.4865888	0.5331249	0.4431505	0.3888508	0.4286090	0.5318835	0.3966243	0.4516327	0.4731395	0.5119175	0.4449494	0.3995425	0.4432275	0.3723916	0.0489475	0.0557387	0.4717101	0.4989018	0.4318956	0.4312518	0.4644638	0.5241117	0.4851003	0.4171594	0.0369094	0.4671473	0.5186335	0.3959138	0.4176251	0.3794520	0.5157333	0.4186568	0.3483892	0.4911354	0.4470731	0.4996748	0.4186602	0.5686093	0.4079120	0.4980269	0.3693803	0.4319988	0.4057011	0.4916087	0.4501784	0.5004601	0.4782398	0.0000000	0.5034065	0.5207405	0.3987079	0.5885786	0.4329509	0.5294634	0.4193989	0.4604081	0.4126024	0.4381272	0.4526345	0.4237419	0.4187792	0.5794124	0.5088339	0.4702339	0.4505480	0.3822425	0.4524904	0.4904936	0.5263308	0.4327877	0.4897660	0.4453281	0.4283832	0.4932793	0.4715099	0.4707109	0.5156249	0.4446158	0.4743348
G70	0.0246271	0.0212727	0.0060940	0.0097270	0.0155568	0.0142102	0.0072520	0.0094656	0.0348143	0.5956474	0.0167032	0.0272571	0.0181330	0.0121148	0.0122085	0.0258645	0.0227419	0.0119159	0.0249201	0.0179847	0.0187863	0.0169036	0.0175995	0.0077829	0.0299386	0.0331075	0.0153973	0.0216673	0.0142771	0.0171158	0.0118845	0.0273259	0.0220045	0.0278172	0.0300549	0.5518319	0.6087716	0.0271569	0.0134671	0.0265252	0.0196495	0.0201165	0.0289951	0.0208298	0.0159377	0.5380201	0.0145880	0.0146045	0.0212800	0.0181850	0.0065082	0.0068628	0.0222788	0.0230647	0.0173604	0.0101343	0.0134885	0.0102229	0.0202188	0.0092964	0.0122098	0.0255614	0.0333907	0.0140735	0.0142030	0.0141035	0.0124331	0.0153253	0.0173039	0.0000000	0.0117925	0.0126253	0.0190492	0.0182663	0.0157923	0.0340639	0.0310575	0.0206987	0.0091949	0.0140385	0.0311346	0.0176464	0.0244461	0.0115519	0.0148170	0.0154158	0.0213923	0.0125344	0.0147857	0.6062520	0.0236401	0.0152665	0.0160463	0.0084106	0.0216099	0.0140103	0.0211692	0.0167128	0.0244080	0.0074678
G71	0.2164291	0.2083384	0.1942322	0.1714435	0.1981195	0.1843873	0.1643483	0.1878947	0.1967777	0.6854253	0.1495124	0.1492343	0.1686877	0.2146161	0.1424717	0.1791579	0.1647448	0.1496297	0.1528087	0.1754967	0.1255350	0.1235500	0.1798924	0.1853284	0.1325933	0.2107272	0.1952131	0.1445497	0.1516573	0.2172704	0.1928405	0.1438231	0.1136642	0.1890307	0.1679363	0.6078580	0.5644749	0.1504261	0.1396003	0.1597571	0.1901905	0.2464352	0.1795127	0.2091122	0.1417928	0.5833205	0.1815980	0.1097274	0.1686697	0.2386630	0.1169813	0.2346137	0.1602928	0.1824195	0.1946856	0.1256248	0.1934458	0.1117553	0.1708638	0.1061163	0.1645625	0.1179743	0.1598082	0.1408769	0.1842022	0.1937839	0.1813779	0.1771599	0.1982489	0.2296921	0.0000000	0.1960276	0.1326334	0.2053344	0.2439296	0.1624080	0.1945327	0.1331411	0.2106773	0.1338109	0.1621650	0.1887933	0.1154168	0.1763264	0.1362885	0.1914645	0.1173879	0.1293449	0.1565770	0.1703126	0.1600450	0.1727074	0.2087418	0.1694029	0.1844782	0.2153864	0.1731765	0.1417158	0.1926401	0.1975537
G72	0.0336971	0.0182482	0.0153843	0.0143258	0.0304207	0.0081653	0.0184450	0.0166350	0.0077492	0.5067057	0.0275053	0.0201848	0.0211006	0.0074615	0.0354749	0.0215899	0.0356318	0.0102558	0.0216136	0.0331233	0.0077037	0.0186783	0.0239614	0.0095482	0.0131355	0.0227736	0.0217833	0.0233712	0.0218762	0.0267283	0.0242368	0.0176722	0.0149802	0.0358733	0.0366573	0.6841957	0.6731786	0.0295063	0.0292425	0.0253706	0.0313956	0.0371071	0.0256465	0.0289985	0.0294220	0.5464922	0.0447109	0.0378541	0.0101088	0.0239780	0.0283640	0.0358533	0.0151562	0.0119065	0.0381183	0.0242043	0.0354352	0.0038557	0.0214304	0.0074027	0.0238146	0.0072740	0.0151743	0.0136645	0.0290675	0.0307231	0.0185050	0.0096080	0.0363791	0.0186104	0.0310707	0.0000000	0.0272030	0.0276242	0.0243787	0.0235852	0.0194569	0.0155742	0.0174642	0.0199456	0.0157142	0.0342580	0.0149543	0.0448074	0.0158745	0.0095455	0.0230319	0.0461228	0.0129550	0.0225304	0.0090680	0.0126909	0.0353863	0.0269556	0.0175874	0.0111045	0.0145920	0.0346762	0.0188428	0.0177546
G73	0.0291291	0.0558729	0.0182928	0.0392059	0.0315540	0.0294570	0.0478219	0.0459090	0.0546784	0.6348659	0.0689468	0.0622039	0.0544706	0.0230287	0.0611910	0.0608064	0.0248203	0.0366738	0.0478442	0.0656970	0.0593812	0.0657660	0.0429566	0.0343062	0.0544399	0.0386915	0.0444921	0.0401511	0.0456941	0.0400945	0.0519163	0.0284734	0.0174547	0.0361268	0.0397348	0.7562902	0.6250144	0.0491829	0.0445977	0.0254368	0.0496963	0.0391631	0.0719055	0.0554593	0.0759936	0.6174265	0.0430870	0.0450213	0.0211532	0.0389369	0.0319094	0.0485739	0.0775456	0.0214404	0.0497495	0.0450070	0.0443956	0.0383229	0.0345543	0.0349136	0.0383373	0.0410712	0.0210222	0.0160462	0.0397823	0.0463327	0.0437978	0.0502403	0.0631499	0.0676329	0.0177211	0.0427670	0.0000000	0.0642706	0.0489935	0.0512226	0.0746566	0.0548454	0.0468922	0.0285588	0.0404799	0.0474659	0.0440992	0.0367873	0.0269860	0.0302531	0.0322340	0.0657960	0.0389666	0.0182725	0.0537769	0.1251163	0.0504073	0.0543442	0.0136180	0.0415299	0.0475295	0.0487206	0.0184222	0.0462369
G74	0.0947531	0.0632840	0.0993134	0.0955799	0.1005631	0.0430815	0.0618893	0.1010261	0.0845191	0.6603637	0.0626855	0.0429728	0.0488952	0.0810663	0.0784608	0.0641685	0.0337852	0.0607675	0.0686075	0.0393080	0.1010186	0.0932079	0.1060232	0.0679306	0.0859713	0.0941827	0.0459014	0.0508173	0.0615901	0.0641715	0.0791913	0.0854382	0.0962340	0.0773531	0.0789398	0.7165143	0.6566032	0.1023027	0.0616901	0.0508546	0.0693574	0.0558594	0.0603410	0.0543072	0.0593349	0.5304077	0.0768612	0.0567387	0.0654032	0.0519276	0.0578813	0.0581844	0.0726876	0.0772071	0.0642738	0.0767081	0.0708677	0.0255707	0.0668438	0.0598258	0.1100366	0.0389019	0.0934529	0.1191770	0.0952617	0.0912061	0.0566849	0.0745439	0.0833450	0.0705019	0.0499764	0.0325408	0.1182473	0.0000000	0.0944099	0.0409770	0.0625591	0.0658396	0.0539320	0.0520444	0.1308618	0.0818821	0.0559556	0.1281730	0.0797713	0.0630454	0.0528332	0.0802871	0.0476179	0.0829291	0.0921732	0.0786680	0.0424947	0.0605857	0.0758157	0.0251218	0.0606655	0.0479875	0.0457637	0.0963360
G75	0.3869096	0.3489363	0.3517689	0.4536189	0.4207568	0.3465757	0.3705551	0.3536837	0.4199733	0.5033956	0.3820198	0.3601602	0.3136338	0.4371609	0.4104952	0.4562920	0.3598670	0.4301036	0.3683143	0.4015398	0.4306180	0.4457556	0.3568282	0.3758271	0.3794398	0.3273874	0.3839244	0.4037492	0.3349332	0.3535068	0.3572238	0.3885333	0.5194896	0.3525203	0.4703089	0.6301686	0.6085106	0.4125349	0.4463308	0.4096374	0.3873467	0.4112522	0.0256889	0.0296909	0.3484128	0.5042310	0.3487048	0.4532133	0.3388919	0.3534118	0.3739773	0.3689927	0.3541982	0.3805128	0.3037472	0.3861453	0.3640750	0.3432032	0.3398364	0.3877741	0.3312111	0.2822391	0.0430347	0.3649528	0.3706637	0.4758717	0.4550030	0.4125466	0.3397932	0.3791763	0.4806649	0.4728179	0.3127464	0.3776896	0.0000000	0.3591033	0.4251401	0.3497439	0.3250975	0.3653305	0.3812924	0.4322127	0.3158442	0.4013453	0.4598899	0.3717278	0.3267190	0.3451107	0.3660903	0.3453755	0.3971804	0.4296174	0.3375982	0.3602555	0.3789484	0.2947012	0.4387987	0.3892098	0.4378694	0.4015545
G76	0.6973475	0.5506707	0.6090384	0.6333405	0.7522217	0.6666879	0.5813168	0.5480297	0.6825275	0.0546376	0.5775847	0.7739993	0.6346366	0.6803475	0.5540768	0.8060714	0.5717987	0.6010914	0.5949563	0.6091989	0.5889424	0.6004337	0.7259901	0.4963710	0.6088401	0.6127597	0.5662278	0.6319242	0.5642522	0.5109953	0.6456350	0.5623937	0.5653694	0.4861433	0.6580582	0.0232067	0.0469434	0.5633918	0.7253028	0.7377878	0.6246884	0.5517142	0.7594611	0.7869718	0.6434404	0.0506045	0.6396684	0.6950575	0.6235690	0.6689783	0.6789089	0.6039784	0.6794771	0.6740414	0.5889350	0.7174382	0.6083387	0.5192100	0.6266260	0.7811283	0.6174684	0.6893307	0.5860647	0.6718361	0.6676113	0.5903709	0.6422601	0.7343682	0.6565623	0.5681710	0.6483539	0.7164521	0.5901939	0.6147255	0.5909220	0.0000000	0.6300694	0.6652491	0.6700288	0.5729775	0.6749744	0.6095500	0.6422668	0.6466892	0.6588630	0.6221294	0.7174916	0.6586677	0.5801803	0.6158716	0.6682337	0.6370167	0.6570879	0.7416608	0.5178345	0.7103873	0.6909069	0.5745338	0.5585564	0.6622770
G77	0.0149853	0.0533381	0.0107077	0.0079019	0.0276967	0.0178651	0.0217054	0.0200800	0.0175724	0.6535889	0.0101875	0.0387924	0.0055199	0.0276487	0.0049463	0.0221389	0.0218687	0.0055732	0.0330997	0.0177047	0.0140376	0.0237607	0.0248969	0.0239841	0.0280776	0.0213617	0.0318083	0.0312802	0.0147164	0.0237855	0.0192705	0.0161552	0.0253947	0.0094760	0.0093328	0.5557579	0.4863358	0.0353024	0.0500837	0.0407849	0.0198103	0.0301499	0.0350137	0.0302231	0.0255115	0.5416591	0.0181920	0.0132238	0.0189584	0.0116272	0.0146537	0.0058984	0.0266007	0.0080400	0.0313911	0.0114503	0.0162856	0.0277991	0.0088772	0.0218199	0.0528690	0.0127317	0.0228062	0.0409399	0.0094260	0.0214711	0.0128378	0.0085955	0.0093470	0.0279079	0.0344313	0.0168925	0.0245843	0.0261564	0.0220918	0.0135815	0.0000000	0.0207437	0.0244665	0.0135451	0.0191067	0.0240671	0.0206086	0.0307676	0.0079380	0.0177717	0.0386499	0.0320448	0.0224783	0.0199814	0.0223142	0.0161060	0.0240712	0.0151681	0.0160240	0.0141312	0.0173467	0.0387967	0.0264786	0.0286968
G78	0.1148949	0.1120492	0.1286025	0.1113427	0.1078799	0.1047366	0.0811758	0.1305758	0.1094663	0.0725545	0.1298650	0.0982732	0.0811108	0.1293556	0.1261829	0.0736578	0.0851031	0.1297037	0.1157107	0.0854796	0.0917097	0.1153865	0.0830801	0.0745863	0.0956082	0.0974871	0.1307048	0.1338558	0.0764700	0.0698555	0.0850752	0.0723331	0.0720843	0.1464664	0.0844097	0.1237196	0.1140342	0.1244308	0.1143764	0.1285606	0.1194370	0.1030094	0.5278549	0.6383627	0.0794784	0.0609885	0.1488556	0.0561488	0.0982313	0.0983641	0.0658766	0.1044522	0.1120169	0.0628028	0.0784887	0.1075399	0.0783493	0.0904044	0.1452883	0.1159180	0.1336707	0.1264184	0.5364710	0.0671046	0.0911972	0.1183746	0.0680370	0.0669662	0.1348611	0.0958460	0.1081463	0.0826671	0.1224134	0.0564171	0.0807895	0.1394208	0.1019961	0.0000000	0.1355586	0.0942848	0.1390461	0.0858635	0.1104116	0.1018544	0.1004732	0.1059874	0.0849542	0.1355958	0.1325539	0.0912070	0.1121128	0.0687579	0.1360185	0.0643555	0.0884019	0.1403816	0.0758336	0.0706412	0.0879216	0.0911531
G79	0.2089995	0.1588734	0.2104501	0.1667664	0.2323042	0.1434315	0.1301172	0.1564052	0.0896919	0.1957308	0.1383138	0.1507265	0.2024636	0.1659162	0.1371666	0.1210105	0.1578419	0.1815509	0.1946083	0.1137298	0.1622654	0.1142262	0.1747409	0.1406981	0.1899980	0.1551539	0.1818663	0.1307842	0.1248994	0.1167812	0.2264453	0.1487882	0.2273911	0.1726873	0.1167825	0.1703105	0.1439720	0.1362820	0.1228167	0.2020804	0.1508748	0.1577321	0.6852228	0.5377784	0.2071130	0.1847007	0.1386168	0.1946268	0.1419172	0.1462570	0.1130569	0.1092859	0.1190391	0.1471421	0.2279563	0.1672443	0.1791768	0.2001632	0.1042150	0.1335087	0.2449020	0.1809291	0.6365769	0.1389125	0.2192295	0.1592736	0.1487969	0.1417636	0.1741108	0.1351524	0.1301529	0.1812375	0.2201634	0.1089342	0.1557378	0.1792815	0.2031389	0.1405187	0.0000000	0.1995709	0.1486469	0.1234132	0.1476766	0.1130099	0.1053107	0.1410675	0.1089338	0.1329906	0.1637182	0.1541230	0.1815943	0.1844927	0.1456514	0.1724744	0.1649470	0.1672938	0.1523605	0.1571254	0.1736981	0.1365901
G80	0.0200441	0.0396172	0.0255200	0.0259331	0.0423559	0.0340635	0.0202060	0.0287289	0.0258274	0.0220513	0.0238468	0.0499367	0.0250281	0.0246709	0.0232054	0.0512327	0.0267886	0.0246163	0.0342094	0.0223210	0.0376273	0.0354939	0.0387061	0.0310651	0.0168095	0.0518011	0.0114482	0.0582437	0.0167799	0.0221320	0.0417089	0.0439394	0.0289064	0.0371590	0.0143832	0.0234255	0.0305237	0.0417682	0.0315284	0.0324583	0.0530108	0.0329222	0.5928377	0.6266051	0.0257409	0.0372960	0.0208549	0.0155154	0.0400931	0.0221078	0.0293773	0.0188930	0.0459825	0.0264511	0.0365416	0.0322664	0.0213029	0.0345751	0.0731111	0.0289454	0.0418039	0.0366376	0.6261396	0.0153349	0.0297429	0.0246070	0.0651710	0.0142587	0.0268202	0.0444339	0.0374250	0.0326647	0.0278093	0.0205078	0.0483843	0.0385405	0.0148927	0.0174481	0.0443821	0.0000000	0.0309444	0.0343282	0.0243170	0.0346019	0.0539633	0.0097190	0.0317506	0.0359916	0.0123685	0.0220888	0.0455512	0.0291708	0.0236165	0.0236294	0.0227142	0.0491906	0.0269142	0.0191692	0.0329121	0.0262785
G81	0.3402903	0.4237533	0.3978499	0.3270911	0.3495613	0.4670359	0.4064196	0.3733971	0.3609776	0.4005237	0.4276324	0.3242271	0.2812884	0.3559064	0.3647683	0.3119622	0.3831243	0.4932472	0.3446835	0.3613998	0.3105913	0.4025142	0.4601860	0.4039942	0.4328060	0.3441259	0.3426253	0.4282286	0.3691427	0.3235856	0.4737991	0.4069641	0.4897806	0.5308364	0.4377691	0.2816682	0.3874731	0.3145043	0.4094083	0.2597551	0.3361654	0.3866497	0.3672038	0.3987084	0.3856158	0.5963697	0.4182417	0.3876834	0.3501611	0.4258494	0.3821406	0.3456133	0.4259890	0.0302171	0.5124548	0.3501306	0.3438748	0.3398004	0.3629848	0.3689971	0.3937461	0.4797888	0.3311298	0.4986156	0.2750831	0.3917557	0.3614253	0.4797458	0.3553741	0.4757722	0.3459484	0.3998243	0.3856638	0.3972458	0.4078057	0.3624581	0.4230443	0.3927893	0.2710301	0.3409198	0.0000000	0.3206620	0.3521998	0.4410665	0.4110139	0.3582725	0.3488789	0.4046454	0.2962897	0.4249048	0.4011151	0.3582791	0.3444229	0.3407576	0.3961710	0.4076870	0.3779003	0.3154425	0.2431773	0.4078521
G82	0.1424318	0.1044344	0.1502541	0.1126973	0.1225350	0.1256987	0.1271265	0.1371742	0.1311884	0.1116627	0.0862313	0.1033264	0.1177335	0.0699148	0.0875287	0.0968240	0.1299028	0.1103135	0.1192824	0.0885230	0.1188622	0.0948001	0.1136845	0.1205380	0.1179934	0.1183994	0.0909415	0.1106774	0.1011286	0.0633735	0.0687163	0.0955909	0.0673431	0.0952405	0.0789530	0.1176669	0.1839057	0.1052813	0.0879632	0.1109010	0.1048092	0.0720064	0.0910646	0.1290892	0.1450253	0.0739481	0.1016158	0.0979144	0.1188271	0.1243546	0.1719208	0.1006171	0.1052738	0.5819303	0.0563110	0.1085726	0.0895100	0.1168523	0.1257417	0.0914130	0.1199755	0.0708535	0.1367673	0.0951134	0.1281681	0.1664870	0.1049173	0.1219648	0.1364764	0.1052264	0.0849556	0.1107484	0.1151846	0.0740532	0.0969869	0.1001681	0.1447843	0.1132710	0.1000026	0.1431379	0.0822625	0.0000000	0.1383590	0.1305519	0.1009249	0.2165349	0.1526279	0.1689732	0.1394244	0.1171106	0.1066063	0.0867493	0.1024701	0.0937202	0.1294903	0.1237959	0.1125865	0.1914341	0.1342582	0.1191770
G83	0.6941254	0.6032170	0.6038034	0.6990972	0.6055259	0.5707365	0.6702140	0.6214076	0.5672426	0.6281471	0.5754325	0.6574265	0.6272714	0.6269475	0.6425455	0.6080661	0.5868979	0.5330811	0.6192952	0.6650100	0.5889421	0.5501539	0.6359938	0.7265377	0.5628799	0.6729247	0.6007559	0.6338982	0.5801598	0.5686525	0.6912234	0.6028998	0.7092594	0.6023786	0.6211827	0.5793883	0.7071897	0.6254861	0.6418870	0.6847290	0.6577497	0.6929935	0.6087187	0.5755140	0.5268937	0.7028111	0.8187377	0.6745092	0.6929993	0.6254460	0.6283002	0.7759310	0.8342016	0.5395250	0.7242807	0.5654170	0.7015912	0.6547357	0.6106969	0.6889466	0.5927673	0.6804206	0.6188215	0.5783465	0.7233597	0.6216805	0.6658934	0.6961314	0.6840214	0.6114638	0.6858382	0.6626201	0.6286070	0.6949949	0.5211833	0.6704467	0.5848972	0.6935119	0.5494222	0.6527595	0.6528357	0.5325866	0.0000000	0.5370019	0.5889323	0.6313871	0.6180938	0.5891043	0.5797121	0.6538280	0.6365361	0.6951239	0.6501740	0.6558901	0.6642049	0.6118857	0.6721199	0.6835881	0.6350041	0.6609820
G84	0.1840668	0.1479816	0.1502910	0.1850782	0.1131210	0.1756541	0.1098913	0.2332947	0.1893351	0.2110817	0.1248635	0.1239744	0.1795051	0.1934211	0.1490056	0.2089520	0.2021428	0.1102372	0.2103002	0.1622243	0.1526715	0.2231552	0.1822209	0.1564824	0.2020680	0.1842799	0.2870410	0.2323698	0.1578765	0.1654837	0.2168151	0.1982829	0.1453721	0.1620136	0.1682964	0.1538966	0.2112255	0.1887060	0.1708256	0.1900859	0.1581102	0.1924295	0.2049171	0.2119572	0.1441665	0.1217416	0.1378196	0.1350122	0.2271845	0.1651644	0.1690492	0.0990763	0.2381685	0.1909058	0.1328917	0.1557855	0.2013679	0.1624226	0.1670264	0.2096245	0.1991832	0.1878301	0.1516378	0.2101146	0.1169997	0.1562045	0.1132642	0.2625975	0.1324163	0.1494530	0.1471450	0.2017029	0.1568388	0.1285587	0.1969967	0.2577916	0.1456448	0.1500250	0.1737565	0.1542874	0.1558579	0.1835388	0.0935115	0.0000000	0.6254049	0.1759912	0.1497692	0.1568561	0.1273714	0.2700290	0.1626587	0.1805949	0.1141292	0.1137699	0.1650509	0.1090563	0.2050637	0.1595877	0.1838258	0.1789416
G85	0.5664351	0.6404066	0.5266459	0.5916961	0.5737790	0.6371092	0.5700617	0.5398318	0.5831962	0.5161304	0.5991911	0.5460024	0.6086729	0.5832771	0.6519413	0.5212059	0.6077792	0.5532234	0.5355921	0.7033109	0.5764805	0.6591238	0.5540379	0.5460932	0.4993552	0.5414932	0.6116894	0.4798632	0.5747231	0.4860442	0.5450921	0.5249315	0.5826275	0.5328579	0.5135487	0.5501343	0.5255572	0.5230897	0.5189521	0.5566213	0.5465789	0.4877324	0.5632832	0.6227824	0.5657150	0.5265519	0.4853839	0.6282509	0.5367717	0.5621193	0.5506077	0.5313448	0.5420114	0.5305741	0.4751460	0.4832330	0.5905787	0.5011358	0.6283302	0.4371936	0.5536096	0.5065694	0.5954709	0.5175382	0.5172388	0.4851586	0.4961831	0.5913849	0.5556476	0.5798528	0.5046326	0.5879894	0.5826910	0.5259884	0.6303252	0.5567661	0.6763403	0.6874359	0.6238266	0.5225518	0.5031727	0.5472334	0.0269567	0.5025031	0.0000000	0.4923687	0.5191890	0.7056262	0.5218898	0.5346320	0.5739907	0.4891286	0.5212633	0.4960169	0.4681921	0.5659153	0.6324534	0.5095515	0.5094363	0.6192607
G86	0.1706654	0.1875708	0.1554444	0.2048146	0.2525951	0.1584541	0.2755472	0.2428426	0.2057510	0.2147883	0.2476065	0.2538542	0.1739581	0.1430606	0.1967669	0.1678680	0.1810521	0.1629913	0.2241059	0.1478109	0.1749174	0.1801694	0.2313504	0.2040034	0.1699285	0.2691133	0.2417159	0.2443328	0.2295006	0.1581738	0.1826013	0.1205523	0.2030810	0.1193346	0.1972413	0.1913412	0.1502140	0.2617083	0.1714120	0.2461841	0.2280984	0.1713636	0.2256095	0.2182421	0.1648332	0.1889597	0.1907511	0.1762016	0.2145680	0.2717941	0.2455671	0.1824411	0.2025981	0.1476309	0.1742897	0.2157504	0.2175336	0.2377689	0.2052708	0.1740341	0.1721130	0.1682042	0.2269185	0.1898884	0.2624871	0.2946053	0.1996773	0.1464932	0.2610559	0.1826904	0.1744093	0.2244437	0.2364075	0.2140446	0.1968860	0.2097771	0.1397309	0.2318794	0.1343458	0.1265998	0.2317113	0.1662942	0.1032762	0.1966440	0.1012068	0.0000000	0.2843138	0.1510190	0.2273202	0.2244077	0.2051309	0.1783108	0.1977578	0.1615766	0.2208150	0.2316001	0.1749870	0.2253614	0.1988592	0.2086462
G87	0.1903138	0.1549350	0.1554098	0.1547359	0.1000361	0.1129923	0.1423301	0.1183861	0.1441558	0.1074411	0.1301016	0.1157718	0.1823794	0.1778410	0.0940521	0.1998566	0.1163666	0.1827420	0.1050758	0.1199159	0.1487274	0.1520888	0.1596474	0.1404809	0.1742691	0.1245311	0.1423043	0.1275939	0.1252669	0.1564687	0.1437247	0.1456438	0.1146903	0.1100898	0.1330643	0.1162759	0.1443908	0.1678919	0.1213761	0.1206068	0.1179028	0.1530077	0.1611136	0.1408335	0.1478318	0.1655453	0.1363633	0.1186559	0.1591473	0.1329766	0.1190400	0.1826820	0.1270610	0.1107490	0.1367019	0.1486089	0.1111989	0.1464605	0.1773909	0.1573384	0.1330999	0.1441295	0.1091981	0.1314070	0.1815257	0.1220705	0.1611188	0.1417988	0.1270848	0.1546029	0.1186679	0.1606129	0.1336073	0.2031188	0.1554186	0.1022237	0.1536705	0.1855315	0.1207575	0.1439719	0.1599093	0.1525070	0.5932375	0.1112540	0.6511637	0.1049214	0.0000000	0.1607962	0.1058614	0.1417240	0.1428432	0.1613397	0.1246433	0.0957064	0.1588487	0.1305741	0.0991498	0.1236033	0.1489792	0.1193671
G88	0.0757928	0.0610747	0.0859303	0.1411395	0.0803474	0.0512986	0.0459441	0.1086840	0.0680357	0.0871060	0.0851370	0.1041944	0.0633783	0.0658797	0.0898168	0.0637385	0.0436306	0.0537188	0.0375894	0.1128501	0.1054009	0.1202393	0.0726985	0.0600785	0.0628610	0.0693864	0.1230042	0.1042265	0.0363583	0.0639598	0.0755869	0.0768634	0.0489905	0.0369892	0.0441883	0.0457492	0.0973885	0.0698946	0.0941876	0.0738304	0.0570205	0.0967455	0.0506259	0.0558308	0.0583125	0.0847631	0.0577355	0.0848989	0.0726411	0.0835422	0.1443662	0.0476028	0.0978665	0.0999715	0.1216714	0.0994908	0.0758651	0.0529197	0.0269889	0.0801996	0.0822384	0.0666487	0.0633734	0.0544361	0.0623167	0.0349143	0.1172984	0.0523454	0.0764825	0.0967023	0.0730730	0.0659911	0.1057433	0.0486696	0.0758666	0.0694583	0.1405449	0.0740821	0.0493754	0.0705070	0.0781043	0.0772299	0.3242573	0.0775735	0.3469285	0.0571053	0.0798835	0.0000000	0.0532446	0.0638066	0.0530448	0.0764759	0.0779339	0.0947564	0.0942362	0.0868203	0.0504195	0.1245591	0.0532135	0.0082925
